Nome,Código QR / Valor do Código de Barras,Quantidade,O Aviso Crítico de Nível de Quantidade Está Ativado?,Nível de Quantidade Crítica,Descrição,Campo Adicional,É Favorito?,Contagem de Uso,Criar Data,Data de Actualização,Grupos Relacionados,Tags Relacionadas
POLTRONA FIXA GIROFLEX PRETA 15-81,1290002842,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
POLTRONA FIXA GIROFLEX PRETA 52-81,1290002879,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
POLTRONA FIXA GIROFLEX PRETA 45-81,1290002872,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MESA DELTA TAMPO UNICO 14 -16,1290003021,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM -  ESPESSURA EM LAMINADO MELAMINICO -  BAIXA PRESSAO COM CALHA PARA FIACAO -  PAINEL FRONTAL DE 18MM -  MEDINDO: 1400X1400X600X600X740MM -  COR MADEIRA -  MARCA: PONTOCOM.,[Cod2Aud:3301],Falso,1,18.08.2023 19:06,28.08.2025 18:32,[6 andar],[Cartorio]
GAVETEIRO GAVETA ACO - 2,1290004951,1,Falso,0,GAVETEIRO VOLANTE COM 02 GAVETAS DE ACO,[Cod2Aud:2565],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Paulo]
CODIGO PENAL COMENTADO - ROSSETO,1290004119,1,Falso,0,CODIGO PENAL MILITAR COMENTADO -  AUTOR: ROSSETTO -  EDICAO: 2012 -  EDITORA: RT.,[Cod2Aud:1393],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
APOIO PES STALO MDF - 10-22,1290004820,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,1,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Jefferson]
CADEIRA ESTRUTURA TUBO ACO - 1-2,1290004281,1,Falso,0,CADEIRA COM ESTRUTURA EM TUBO DE ACO COM ACABAMENTO EM PINTURA EPOXI-PO E ASSENTO EM COMPENSADO COM ESPUMA D14 E REVESTIMENTO SINTETICO EM PVC -  COM SAPATAS PLASTICAS -  MADEIRA NA COR BRANCA -  MARCA: OTIMIZA.,[Cod2Aud:2679],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Juiz Titular]
MESA TAMPO DELTA FORMATO L COR MAPPLE TECNOFLEX - 1-2,1290004075,1,Falso,0,MESA TAMPO DELTA -  UNICO FORMATO EM L -  25 MM DE ESPESSURA EM LAMINICO -  COR MAPPLE -  BAIXA PRESSAO (BP) COM CALHA  PARA FIACAO -  MED. 1400X1200X600X730MM -  MARCA TECNOFLEX.,[Cod2Aud:2583],Falso,1,18.08.2023 19:06,27.08.2025 16:20,[7 andar],[Gabinete dos Ministros]
CADEIRA GIRATORIA ENERGY COURO ECO - 1-14,1290003702,1,Falso,0,CADEIRA GIRATORIA -  ESPALDAR ALTO MODELO ENERGY EM COURO ECOLOGICO PRETO COM BRACO REGULAVEL (ENERGY ALTO 404I).,[Cod2Aud:2612],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Plenario Video]
SSD Lexar NM620 256GB M.2 14/19,1010053085,0,Falso,0,Acoplado no MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 15 -17,[Acoplamento: | Acoplamento:1290004620],Falso,0,26.08.2025 16:43,26.08.2025 16:43,,
ESTANTE FOLHEADA EMBUIA ESCURA,1290002005,1,Falso,0,ESTANTE EM FOLHEADA EM EMBUIA ESCURA MED. 190X180X40CM,[Cod2Aud:3213],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[7 andar],[Administracao]
MONITOR 20 POL LG FLATRON E2011 - 6-14,1290004160,1,Falso,0,MONITOR LED DE 20' -  COR PRETA -  TELA EM FORMATO WIDESCREEN -  PADRAO 16:9 COM BASE PARA COLOCACAO SOBRE UMA MESA -  REGULAGEM DE ALTURA E PERMISSAO PARA GIRO DE 90 GRAUS -  ALIMENTACAO INTERNA 110-220V -  CONEXOES D-SUB E DVI-D -  PADRAO PLUG E PLAY.,[Cod2Aud:2623],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[1 andar],[Informatica]
MESA REFEITORIO 6 LUGARES FORTLINE BANCOS INCLINAVEIS,1290004799,1,Falso,0,MESA DE REFEITORIO COM 06 LUGARES -  MARCA FORTLINE -  DIMENSOES: 1800X900X805MM (LXPXH). TAMPO E ASSENTOS EM MDP -  ESTRUTURA PRINCIPAL EM TUBO RETANGULAR -  BANCOS INCLINAVEIS E NAO GIRATORIOS,[Cod2Aud:0000],Falso,2,18.08.2023 19:06,18.08.2023 19:11,[8 Andar],
MONITOR HP 22MP55Y-B - 2 -17,1290004624,1,Falso,0,MONITOR DE VIDEO LCD FULL HD -  TELA DE 21 - 5 POLEGADAS -  DIAGONAL: 54 - 6CM -  ASPECTO DA TELA: 16:9 -  TEMPO DE RESPOSTAS: 8 MS -  RESOLUCAO: 1920 x 1080 (FULL HD) -  BRILHO: 250 CD-M? -  CONTRASTES: 1.000:1 (ESTATICO) E 5.000.000:1 (DIN?MICO) -  ?NGULOS DE VISAO (HxV): 178?x178? -  NUMERO DE CORES: 16 - 7 MILHOES -  CONECTORES: 1 (UM) DVI-D -  1 (UM) DISPLAY PORT -  1 (UM) AC -  1 (UM) VGA (D-SUB) -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: 22MP55Y-B (V225hz) -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[1 andar],[Almoxarifado]
SUPORTE MONITOR STALO - 1-22,1290004681,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,04.09.2025 19:22,[6 andar],[Cartorio]
POLTRONA GIRATORIA MARROM COM RELAX - 1-20,1290004474,1,Falso,0,POLTRONA GIRATORIA COM RELAX TRAVA APOIA BRACOS E ENCOSTO REGULAVEIS E ESPALDAR DIRETOR -  EM COURO ECOLOGICO MARROM -  MODELO CAVALETTI START. BASE GIRATORIA DESMONTAVEL COM ARANHA DE 5 HASTES,[Cod2Aud:2695],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Johnson]
POLTRONA FIXA GIROFLEX PRETA 54-81,1290002881,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MONITOR HP 22MP55Y-B - 17 -17,1290004639,1,Falso,0,MONITOR DE VIDEO LCD FULL HD -  TELA DE 21 - 5 POLEGADAS -  DIAGONAL: 54 - 6CM -  ASPECTO DA TELA: 16:9 -  TEMPO DE RESPOSTAS: 8 MS -  RESOLUCAO: 1920 x 1080 (FULL HD) -  BRILHO: 250 CD-M? -  CONTRASTES: 1.000:1 (ESTATICO) E 5.000.000:1 (DIN?MICO) -  ?NGULOS DE VISAO (HxV): 178?x178? -  NUMERO DE CORES: 16 - 7 MILHOES -  CONECTORES: 1 (UM) DVI-D -  1 (UM) DISPLAY PORT -  1 (UM) AC -  1 (UM) VGA (D-SUB) -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: 22MP55Y-B (V225hz) -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[1 andar],[Almoxarifado]
MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 15 -17,1290004620,1,Falso,0,MICROCOMPUTADOR COM TECLADO E MOUSE -  GABINETE TIPO DESKTOP MINI BUSINESS -  PLACA DE VIDEO INTEL HD GRAPHICS 630 INTEGRADA -  PROCESSADOR INTEL CORE I5-7500T -  CACHE DE 6MB -  MEMORIA DDR4 (3 - 3 GHZ) -  HD: SSDD 500GB SATA 6 - 0Gb-s -  5400 RPM -  8GB HIBRIDO -  CHIPSET INTEL Q270 -  SISTEMA OPERACIONAL WINDOWS 10 PrO -  INTERFACES: TRASEISA: 4 USB -  2 HDMI -  1 VGA -  1 RJ-45 E 1 ETHERNET -  FRONTAL: 1 MICRO USB -  2 USB -  1 FONE DE OUVIDO E 1 HEADSET -  TECLADO USB PADRAO ABNT2 -  MOUSE USB OPTICO -  INPUT-ENTRADA: 19.5VdC -  CORRENTE: 3.33A -  MODELO: ElItEDEsk 800 G3 MInI 35W -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
MESA DE REUNIAO REDONDA FORTLINE - 1-3,1290004800,1,Falso,0,MESA DE REUNIAO REDONDA -  MARCA FORTLINE -  DIMENSOES: 1250 X 1250 X 740 MM(LXPXH) -  TAMPO REDONDO EM MDP C-25MM ESPESSURA -  ESTRUTURA INTEIRICA COM 04 PATAS FORMADA  POR TUBOS E CHAPAS METALICAS,[Cod2Aud:0000],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[7 andar],[Sala de Reuniao]
NOBREAK INTELBRAS XNB 1800 VA 120 - 6/6,1290005506,0,Falso,0,NOBREAK INTELBRAS  XNB 1800 VA - POTENCIA 1800VA - 6 TOMADAS DE SAÍDA - VOLTAGEM 120 - FUSÍVEL DE REDE 10A -  2 BATERIAS INTERNAS DO TIPO CHUMBO-ÁCIDO SELADA. PROCESSO SEI 000835/23-02.002,,Falso,1,09.12.2024 17:32,04.09.2025 18:04,[6 andar],[Cartorio]
POLTRONA GIRATORIA MARROM COM RELAX - 12-20,1290004485,1,Falso,0,POLTRONA GIRATORIA COM RELAX TRAVA APOIA BRACOS E ENCOSTO REGULAVEIS E ESPALDAR DIRETOR -  EM COURO ECOLOGICO MARROM -  MODELO CAVALETTI START. BASE GIRATORIA DESMONTAVEL COM ARANHA DE 5 HASTES,[Cod2Aud:1456],Falso,1,18.08.2023 19:05,04.09.2025 19:31,[6 andar],[Cartorio]
MESA RETA AUXILIAR PRIMA CASTANHO,1290004740,1,Falso,0,MESA RETA AUXILIAR PRIMA -  COR CASTANHO VELASQUEZ -  TAMPO DE 25MM -  MEDINDO 0 - 74X0 - 80X0 - 60(AXLXP),[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[7 andar],[MPM]
BEBEDOURO GARRAFAO IBBL,1290004709,1,Falso,0,BEBEDOURO REFRIGERADO DE GARRAFAO -  MARCA IBBL -  GRAU DE PROTECAO ELETRICA IPX-4 -  COM 02 TORNEIRAS -  SENDO UMA COM AGUA GELADA E A OUTRA COM AGUA NATURAL -  DEPOSITO DE AGUA EM PLASTICO ATOXICO COM NANOTECNOLOGIA -  GABINETE COM PROTECAO UV -  MEDIDAS: ALTURA 980MM X LARGURA 320MM X PROFUNDIDADE 330MM -  PESO 12 - 80KG -  CAPACIDADE DE FORNECIMENTO DE AGUA GELADA: 1 - 28 L-H -  CONSUMO DE ENERGIA 12 - 20 KW-MES -  EFEICIENCIA ENERGETICA 0 - 070 KW-L.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Hall 6 andar]
POLTRONA GIRATORIA MARROM COM RELAX - 15-20,1290004488,1,Falso,0,POLTRONA GIRATORIA COM RELAX TRAVA APOIA BRACOS E ENCOSTO REGULAVEIS E ESPALDAR DIRETOR -  EM COURO ECOLOGICO MARROM -  MODELO CAVALETTI START. BASE GIRATORIA DESMONTAVEL COM ARANHA DE 5 HASTES,[Cod2Aud:1462],Falso,2,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Expedicao]
MESA DELTA TEMPO UNICO 1 -16,1290003008,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM -  ESPESSURA EM LAMINADO MELAMINICO -  BAIXA PRESSAO COM CALHA PARA FIACAO -  PAINEL FRONTAL DE 18MM -  MEDINDO: 1400X1400X600X600X740MM -  COR MADEIRA -  MARCA: PONTOCOM.,[Cod2Aud:3254],Falso,1,18.08.2023 19:06,04.09.2025 17:40,[6 andar],[Cartorio]
MONITOR HP W17E - 10 -12,1290004206,1,Falso,0,MONITOR DE VIDEO LCD -  COLORIDO -  TELA COM 17 POLEGADAS -  ?NGULO DE MOVIMENTACAO DO VISOR: -5? A 20? DE INCLINACAO VERTICAL -  TECNOLOGIA DO VISOR: MATRIZ ATIVA TFT -  CONTRAST RATIO: 500:1 -  DOT PITCH 0 - 25MM -  TEMPO DE RESPOSTAS: 8MS -  ?NGULO DE VISUALIZACAO DO VISOR: 140? NA HORIZONTAL E 130? NA VERTICAL -  LUMINOSIDADE DO VISOR: 250 NITS -  RESOLUCAO PREDEFINIDA: 1440 x 900 A 60Hz -  RESOLUCAO PREDEFINIDA ALTA: 1440 x 900 A 75Hz -  RESOLUCAO DIRECIONADA ALTA: 1440 x 900 A 75Hz -  PLUG & PLAY: VESA DDC2B -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.5A -  MODELO: w17E -  MARCA: HP. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 06-01-2010).,[Cod2Aud:2627],Falso,1,18.08.2023 19:06,22.08.2023 17:47,[Mezanino],[Deposito]
TELEFONE AVAYA - 9-21,1290003859,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 11-09-2012).,[Cod2Aud:3292],Falso,1,18.08.2023 19:05,04.09.2025 18:36,[6 andar],[Cartorio]
DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T (7 -14),1290005228,1,Falso,0,DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T WINDOWS 10 PRO SINGLE LANGUAGE 8 GB 1 DE 8 GB DDR4 MEMORIA SEM ECC BCC SSD DE 256GB PCIE NVME M.2 CLASSE 35 COM MOUSE OPTICO DELL MS 116 TECLADO ALFANUMERICO DE 107 TECLAS PADRAO PTBR E ADAPTADOR DISPLAY PORT PARA DVI,,Falso,0,18.08.2023 19:06,18.08.2023 19:06,[1 andar],[Informatica]
POLTRONA GIRATORIA MARROM OMP BRASIL - 2-2,1290004577,1,Falso,0,POLTRONA GIRATORIA ESPALDAR ALTO COM BRACOS -  ASSENTO COM INTERNO EM COMPENSADO ANATOMICO MULTIPLATINADO -  (7 L?MINAS COM 1 - 5MM CADA) MOLDADA A QUENTE -  ESPUMA INJETADA EM POLIURETANO FLEXIVEL ISENTA DE CFC -  ALTA RESILIENCIA -  ALTA RESISTENCIA A PROPAGACAO DE RASGO -  BAIXA DEFORMACAO -  DENSIDADE DE 45 A 55 KG-M? EM FORMA ANATOMICA COM ESPESSURA MEDIA DE 40MM -  PROFUNDIDADE DE 465MM E LARGURA DE 490MM. ENCOSTO COM INTERNO EM COMPENSADO ANATOMICO MULTIPLATINADO (7 L?MINAS COM 1 - 5MM CADA) -  MOLDADA A QUENTE -  ESPUMA INJETADA EM POLIURETANO FLEXIVEL ISENTA DE CFC -  ALTA RESILIENCIA -  ALTA RESISTENCIA A PROPAGACAO DE RASGO -  BAIXA DEFORMACAO -  LARGURA DE 480MM E ALTURA DE 560MM. REVESTIMENTO DO ASSENTO E DO ENCOSTO EM AMTERIAL MICROPERFURADO COMPOSTO POR POLIMEROS A BASE DE PVC COM GRAMATURA DE 700 A 780 G-M? -  ESPESSURA 0 - 90MM -  ADITIVADO CONTRA RAIOS UV E COM ADITIVOS ANTI CHAMA -  COURO ECOLOGICO -  NA COR MARROM. SUPORTE APOIA-BRACO REGULAVEL E ASSENTO COM REGULAGEM DE ALTURA. BASE COM 5 (CINCO) HASTES EM NYLON -  MARCA OMP DO BRASIL.,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
CORTINA EM RENDA,1290004957,1,Falso,0,CORTINA EM RENDA - COR BRANCA - COM ARGOLAS MEDIAS - VARAO - 02 SUPORTES E 02 PONTEIRAS - APROXIMADAMENTE 2.10M X 1.97M,[OBSERVACAO:PrOCEssO SEI 000709 -19-02.00 | Cod2Aud:],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Juiz Titular]
TELEFONE AVAYA - 18-21,1290003869,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 11-09-2012).,[Cod2Aud:2555],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
POLTRONA FIXA GIROFLEX PRETA 61-81,1290002888,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 2 PES PARA MONTAGEM DO LADO ESQUERDO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  COM ACABAMENTO EM MELAMINA ALTA PRESSAO -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
ARMARIO FECHADO NORDESTILU'S - 5-7,1290003056,1,Falso,0,ARMARIO FECHADO COM TAMPO EM AGLOMERADO 25MM BAIXA PRESSAO EM LAMINADO MELAMINICO COM 1 PRATELEIRA INTERNA -  FECHADURA COM DISPOSITIVO CREMONA ZAMAK -  MEDINDO: 800X490X740MM -  COR MADEIRA -  MARCA: NORDESTILU'S.,[Cod2Aud:3236],Falso,0,18.08.2023 19:07,18.08.2023 19:07,,
POLTRONA FIXA GIROFLEX PRETA 63-81,1290002890,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
ARRANJO FOLHAGEM VASO VIDRO - 4-5,1290004836,1,Falso,0,ARRANJO DE FOLHAGEM ARTIFICIAL EM VASO DE VIDRO,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Banheiro Masc Servidor]
SSD Lexar NM620 256GB M.2 13/19,1010053078,0,Falso,0,Acoplado no MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 8 -17,[Acoplamento: | Acoplamento:1290004613],Falso,0,26.08.2025 16:42,26.08.2025 16:42,,
MONITOR LG E2041SX - 10-10,1290003943,1,Falso,0,MONITOR DE VIDEO LCD ILUMINADO POR LED -  COLORIDO -  TELA COM 20 POLEGADAS -  CONTRASTE: 5.000.000:1 DFC -  TEMPO DE RESPOSTA: 5MS -  BRILHO: 250 CD-M? -  RESOLUCAO: 1600 x 900 -  PIXEL PITCH: 0.2766MM x 0.2766MM -  ANGULO DE VISAO: H:170? - V:160? -  FREQUENCIA HORIZONTAL: 30~83 KHZ -  FREQUENCIA VERTICAL: 56~75 HZ -  TENSAO: AC 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: E2041SX -  MARCA: LG. (GARANTIA: 36 (TRINTA E SEIS) MESES ON SITE A CONTAR DE 02-01-2013).,[Cod2Aud:3225],Falso,2,18.08.2023 19:05,22.08.2023 17:41,[6 andar],[Cartorio]
NOBREAK SERRANA PINOT 1600 ANO 2019  4-6,1290005036,1,Falso,0,NOBREAK MARCA SERRANA - PINOT 1600 3 AQ I -1 ENTRADA: BIVOLT TOMADA DE SAIDA N� 14136: 5 NO MODELO 1500VA.,,Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
Poltrona Curvada e Giratoria de Espuma KR 080 Veludo Triunfo Imbuia Mel 1/2,1290005575,0,Falso,0,,[Acoplamento: | Acoplamento:],Falso,0,26.08.2025 17:06,26.08.2025 17:06,[6 andar],[Juiz Titular]
CURSO DE DIREITO INTERNACIONAL 2017 MAZUOLLI,1290004463,1,Falso,0,CURSO DE DIREITO INTERNACIONAL PUBLICO -  ANO 2016 -  10A EDICAO -  AUTOR:VALERIO  DE OLIVEIRA MAZZUOLI -  EDITORA REVISTA DOS TRIBUNAIS.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
MONITOR LG E2041SX - 1-10,1290004435,1,Falso,0,MONITOR DE VIDEO LCD ILUMINADO POR LED -  COLORIDO -  TELA COM 20 POLEGADAS -  CONTRASTE: 5.000.000:1 DFC -  TEMPO DE RESPOSTA: 5MS -  BRILHO: 250 CD-M? -  RESOLUCAO: 1600 x 900 -  PIXEL PITCH: 0.2766MM x 0.2766MM -  ?NGULO DE VISAO: H:170? - V:160? -  FREQUENCIA HORIZONTAL: 30~83 KHZ -  FREQUENCIA VERTICAL: 56~75 HZ -  TENSAO: AC 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: E2041SX -  MARCA: LG. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 07 -11-2012).,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
ARMARIO FECHADO NORDESTILU'S - 7-7,1290003058,1,Falso,0,ARMARIO FECHADO COM TAMPO EM AGLOMERADO 25MM BAIXA PRESSAO EM LAMINADO MELAMINICO COM 1 PRATELEIRA INTERNA -  FECHADURA COM DISPOSITIVO CREMONA ZAMAK -  MEDINDO: 800X490X740MM -  COR MADEIRA -  MARCA: NORDESTILU'S.,[Cod2Aud:3238],Falso,1,18.08.2023 19:07,04.09.2025 19:12,[6 andar],[Cartorio]
CONSTITUIÇÃO FEDERAL COMENTADA 8 ED RT 2022 2/2,1290005465,0,Falso,0,CONSTITUIÇÃO FEDERAL COMENTADA 8ª EDIÇÃO - REVISTA DOS TRIBUNAIS - 2022 - Processo SEI 000447/23-02.002,,Falso,0,09.12.2024 16:28,09.12.2024 16:28,,
APOIO PES STALO MDF - 6-22,1290004816,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,1,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Doni]
APOIO PES STALO MDF - 2-22,1290004812,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,1,18.08.2023 19:07,04.09.2025 18:33,[6 andar],[Cartorio]
POLTRONA FIXA GIROFLEX PRETA 69-81,1290002896,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
SSD Lexar NM620 256GB M.2 2/19,1010053048,0,Falso,0,Acoplado no MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 17 -17,[Acoplamento:1290004622],Falso,0,26.08.2025 16:30,26.08.2025 16:30,,
PROLONGAMENTO - 1-2,1290003668,1,Falso,0,PROLONGAMENTO COM PAINEL BAIXO -  ESPECIAL-SPE 45641 - MESA AUXILIAR COM O MESMO SISTEMA DE CONSTRUCAO DAS MESAS PRINCIPAIS SENDO QUE O TAMPO DEVE SER NO MESMO ACABAMENTO DAS LATERAIS -  SEM MARMORE. A MESA DEVE TER DIMENSAO DE 1100MM DE LARGURA. A ALTURA DEVE SER A MESMA DA MESA PRINCIPAL PARA DAR CONTINUIDADE AO PRODUTO -  MODELO: 5.724PB.,[Cod2Aud:3350],Falso,1,18.08.2023 19:05,28.08.2025 17:51,[6 andar],[Juiz Titular]
